,m_construction_number,m_wetbrk_test_number,m_wetbrk_test_type,m_wetbrk_test_name,m_wetbrk_test_step_number,m_wetbrk_test_session_number,m_wet_brake_test_start_date,m_wet_brake_test_end_date,m_wet_brake_test_location,m_wet_brake_control_reference_flag,c_wet_brake_vehicle_manufacturer,c_wet_brake_driver_name,c_wet_brake_ambient_temp_0c,c_wet_brake_surface_temp_0c,c_wet_brake_humidity_level_pc,c_wet_brake_surface_type,c_wet_brake_surface_condition,c_wet_brake_surface_status,c_wet_brake_weather_condition,c_wet_brake_tire_inflation_cold_kpa,c_wet_brake_tire_inflation_hot_kpa,c_wet_brake_vehicle_load_kg,c_wet_brake_rim_description,c_wet_brake_wind_speed_range,c_wet_brake_vehicle_speed_max_kmh,c_wet_brake_vehicle_speed_min_kmh,c_wet_brake_test_procedure,c_wet_brake_tire_class_ec_code,r_wetbrk_avg_braking_distance_m,r_wet_brake_braking_evolution_pc,r_wet_brake_standard_deviation_braking_distance_m,r_wet_brake_avg_deceleration_g,r_wet_brake_variation_coefficient_braking_pc,c_wet_brake_wind_speed_min,c_wet_brake_wind_speed_max
2550,LV237400,2020R05973-00,BRK,ACCBRK,2,1,11/24/2020,11/24/2020,GIC*L SKID PAD,,MERCEDES V250 D,Balon R,4.7,7.2,0.999,HI MU ASPH,,WET,Cloudy,440.0,,1172,VEHI,min: 2.5 max: 8.0,80,1,ABS,,45.532,,0.369227422,-0.863936328,0.008109185,2.5,8.0
2551,LV237400,2020R05973-00,BRK,ACCBRK,2,1,11/24/2020,11/24/2020,GIC*L SKID PAD,,MERCEDES V250 D,Balon R,4.7,7.2,0.999,HI MU ASPH,,WET,Cloudy,350.0,,1172,VEHI,min: 2.5 max: 8.0,80,1,ABS,,45.532,,0.369227422,-0.863936328,0.008109185,2.5,8.0
2552,LV237500,2020R05973-00,BRK,ACCBRK,4,1,11/24/2020,11/24/2020,GIC*L SKID PAD,,MERCEDES V250 D,Balon R,5.1,7.4,0.999,HI MU ASPH,,WET,Cloudy,440.0,,1172,VEHI,min: 2.5 max: 8.0,80,1,ABS,,43.516,,0.40263576,-0.903960587,0.009252591,2.5,8.0
2553,LV237500,2020R05973-00,BRK,ACCBRK,4,1,11/24/2020,11/24/2020,GIC*L SKID PAD,,MERCEDES V250 D,Balon R,5.1,7.4,0.999,HI MU ASPH,,WET,Cloudy,350.0,,1172,VEHI,min: 2.5 max: 8.0,80,1,ABS,,43.516,,0.40263576,-0.903960587,0.009252591,2.5,8.0
2554,LV237600,2020R05973-00,BRK,ACCBRK,5,1,11/24/2020,11/24/2020,GIC*L SKID PAD,,MERCEDES V250 D,Balon R,5.3,7.4,0.999,HI MU ASPH,,WET,Cloudy,350.0,,1172,VEHI,min: 2.5 max: 8.0,80,1,ABS,,44.994,,0.254042866,-0.874266544,0.00564615,2.5,8.0
2555,LV237600,2020R05973-00,BRK,ACCBRK,5,1,11/24/2020,11/24/2020,GIC*L SKID PAD,,MERCEDES V250 D,Balon R,5.3,7.4,0.999,HI MU ASPH,,WET,Cloudy,440.0,,1172,VEHI,min: 2.5 max: 8.0,80,1,ABS,,44.994,,0.254042866,-0.874266544,0.00564615,2.5,8.0
2556,LV237700,2020R05973-00,BRK,ACCBRK,7,1,11/24/2020,11/24/2020,GIC*L SKID PAD,,MERCEDES V250 D,Balon R,5.9,7.6,0.99,HI MU ASPH,,WET,Cloudy,350.0,,1172,VEHI,min: 2.5 max: 8.0,80,1,ABS,,44.408,0.009545847,0.283736967,-0.885803209,0.006389321,2.5,8.0
2557,LV237700,2020R05973-00,BRK,ACCBRK,7,1,11/24/2020,11/24/2020,GIC*L SKID PAD,,MERCEDES V250 D,Balon R,5.9,7.6,0.99,HI MU ASPH,,WET,Cloudy,440.0,,1172,VEHI,min: 2.5 max: 8.0,80,1,ABS,,44.408,0.009545847,0.283736967,-0.885803209,0.006389321,2.5,8.0
2558,LY427723,2020R05973-00,BRK,ACCBRK,8,1,11/24/2020,11/24/2020,GIC*L SKID PAD,,MERCEDES V250 D,Balon R,5.8,7.6,0.975,HI MU ASPH,,WET,Cloudy,380.0,,1172,VEHI,min: 2.5 max: 8.0,80,1,ABS,,29.646,,0.13538833,-0.849156818,0.004566833,2.5,8.0
2559,LY427723,2020R05973-00,BRK,ACCBRK,8,1,11/24/2020,11/24/2020,GIC*L SKID PAD,,MERCEDES V250 D,Balon R,5.8,7.6,0.975,HI MU ASPH,,WET,Cloudy,350.0,,1172,VEHI,min: 2.5 max: 8.0,80,1,ABS,,29.646,,0.13538833,-0.849156818,0.004566833,2.5,8.0
2560,LY427750,2020R01947-01,BRK,ACCBRK,3,1,6/17/2020,6/17/2020,GIC*L SKID PAD,R,MERCEDES V250 D,Dardenne A,18.7,20.8,0.762,HI MU ASPH,,WET,Cloudy,350.0,,1172,6.5J17ET50,min: 2.2 max: 9.0,80,1,ABS,,46.702,,0.660128775,-0.842292598,0.014134914,2.2,9.0
2561,LY427750,2020R01947-01,BRK,ACCBRK,6,1,6/17/2020,6/17/2020,GIC*L SKID PAD,R,MERCEDES V250 D,Dardenne A,20.1,20.2,0.698,HI MU ASPH,,WET,Cloudy,350.0,,1172,6.5J17ET50,min: 2.2 max: 9.0,80,1,ABS,,30.42,0.000262897,0.243618554,-0.827551053,0.008008499,2.2,9.0
2562,LY503201,2020R01760-01,BRK,ACCBRK,3,1,5/18/2020,5/18/2020,GPG*M SKID PAD,,Renault Master 4T,B. Selles,26.8,20.6,0.397,LO MU ASPH,,WET,Sunny,360.0,,1999,7J16ET66,min: 15.6 max: 18.7,80,1,ABS,,42.14,,0.408982477,-0.597392099,0.009705327,15.6,18.7
2563,LY503201,2020R01760-01,BRK,ACCBRK,3,2,5/18/2020,5/18/2020,GPG*M SKID PAD,,Renault Master 4T,B. Selles,25.0,19.4,0.417,HI MU ASPH,,WET,Sun set,360.0,,1990,7J16ET66,min: 8.7 max: 20.4,80,1,ABS,,26.13428571,,0.268257162,-0.963259655,0.010264568,8.7,20.4
2564,LY508610,2020R02100-00,BRK,ACCBRK,1,1,6/8/2020,6/8/2020,GIC*L SKID PAD,C,TOYOTA HILUX 2.5 4X2 KUN15H,K DELVAUX,17.8,33.1,0.524,LO MU ASPH,,WET,Cloudy,240.0,,Empty,5.5Jx14 ET45,min: 5.6 max: 11.8,80,1,ABS,,38.05571429,,0.446611582,-0.661506518,0.01173573,5.6,11.8
2565,LY508610,2020R02100-00,BRK,ACCBRK,1,2,6/8/2020,6/8/2020,GIC*L SKID PAD,C,TOYOTA HILUX 2.5 4X2 KUN15H,K DELVAUX,18.8,20.5,0.485,HI MU ASPH,,WET,Cloudy,240.0,,Empty,5.5Jx14 ET45,min: 3.0 max: 10.8,80,1,ABS,,30.65,,0.193520025,-0.821341045,0.006313867,3.0,10.8
2566,LY508610,2020R02100-00,BRK,ACCBRK,3,1,6/8/2020,6/8/2020,GIC*L SKID PAD,C,TOYOTA HILUX 2.5 4X2 KUN15H,K DELVAUX,18.8,25.7,0.485,LO MU ASPH,,WET,Cloudy,240.0,,Empty,5.5Jx14 ET45,min: 5.6 max: 11.8,80,1,ABS,,38.062,-0.000165195,0.379499671,-0.661397274,0.009970566,5.6,11.8
2567,LY508610,2020R02100-00,BRK,ACCBRK,3,2,6/8/2020,6/8/2020,GIC*L SKID PAD,C,TOYOTA HILUX 2.5 4X2 KUN15H,K DELVAUX,19.3,19.2,0.444,HI MU ASPH,,WET,Cloudy,240.0,,Empty,5.5Jx14 ET45,min: 3.0 max: 10.8,80,1,ABS,,30.62714286,0.000745764,0.339936969,-0.821954015,0.011099206,3.0,10.8
2568,LY510300,2020R03203-00,BRK,ACCBRK,2,1,8/28/2020,8/28/2020,GPG*M SKID PAD,,Renault Kangoo D,Floris C,26.7,26.1,0.538,LO MU ASPH,,WET,Sunny,350.0,,1070,VEHI,min: 3.8 max: 6.2,80,1,ABS,,43.714,,0.358441069,-0.575881938,0.008199686,3.8,6.2
2569,LY510300,2020R03203-00,BRK,ACCBRK,2,1,8/28/2020,8/28/2020,GPG*M SKID PAD,,Renault Kangoo D,Floris C,26.7,26.1,0.538,LO MU ASPH,,WET,Sunny,290.0,,1070,VEHI,min: 3.8 max: 6.2,80,1,ABS,,43.714,,0.358441069,-0.575881938,0.008199686,3.8,6.2
2570,LY513200,2020R01648-00,BRK,ACCBRK,2,1,5/13/2020,5/13/2020,GPG*M SKID PAD,,Renault Master FWD,Segues R,16.7,17.0,0.994,HI MU ASPH,,WET,Cloudy,360.0,,1185,6.5 J 16 ET 66,min: 5.8 max: 13.1,80,1,ABS,,25.576,,0.104067286,-0.984286168,0.004068943,5.8,13.1
2571,LY513200,2020R01648-00,BRK,ACCBRK,2,2,5/13/2020,5/13/2020,GPG*M SKID PAD,,Renault Master FWD,Segues R,16.7,17.0,0.994,LO MU ASPH,,WET,Cloudy,360.0,,1185,6.5 J 16 ET 66,min: 5.6 max: 13.6,80,1,ABS,,37.84571429,,0.458942885,-0.665177115,0.01212668,5.6,13.6
2572,LY515200,2020R00803-00,BRK,ACCBRK,1,1,2/19/2020,2/19/2020,GIC*L SKID PAD,R,Renault Traffic,Corentin,5.9,11.7,0.643,LO MU ASPH,,WET,Cloudy,310.0,,D,VEHI,min: 5.7 max: 9.2,80,1,ABS,,43.955,,0.239060662,-0.572724446,0.005438759,5.7,9.2
2573,LY515200,2020R00803-00,BRK,ACCBRK,1,1,2/19/2020,2/19/2020,GIC*L SKID PAD,R,Renault Traffic,Corentin,5.9,11.7,0.643,LO MU ASPH,,WET,Cloudy,340.0,,,VEHI,min: 5.7 max: 9.2,80,1,ABS,,43.955,,0.239060662,-0.572724446,0.005438759,5.7,9.2
2574,LY515200,2020R00803-00,BRK,ACCBRK,1,2,2/24/2020,2/24/2020,GIC*L SKID PAD,R,Renault Traffic,Corentin,9.3,8.5,0.969,HI MU ASPH,,WET,Light rain,340.0,,,VEHI,min: 11.4 max: 18.4,80,1,ABS,,27.59428571,,0.103578817,-0.912294063,0.003753633,11.4,18.4
2575,LY515200,2020R00803-00,BRK,ACCBRK,1,2,2/24/2020,2/24/2020,GIC*L SKID PAD,R,Renault Traffic,Corentin,9.3,8.5,0.969,HI MU ASPH,,WET,Light rain,310.0,,D,VEHI,min: 11.4 max: 18.4,80,1,ABS,,27.59428571,,0.103578817,-0.912294063,0.003753633,11.4,18.4
2576,LY515200,2020R00803-00,BRK,ACCBRK,3,1,2/19/2020,2/19/2020,GIC*L SKID PAD,C,Renault Traffic,Corentin,7.1,11.3,0.609,LO MU ASPH,,WET,Cloudy,310.0,,D,VEHI,min: 5.7 max: 9.2,80,1,ABS,,42.71166667,,0.331566987,-0.589396411,0.007762914,5.7,9.2
2577,LY515200,2020R00803-00,BRK,ACCBRK,3,1,2/19/2020,2/19/2020,GIC*L SKID PAD,C,Renault Traffic,Corentin,7.1,11.3,0.609,LO MU ASPH,,WET,Cloudy,340.0,,,VEHI,min: 5.7 max: 9.2,80,1,ABS,,42.71166667,,0.331566987,-0.589396411,0.007762914,5.7,9.2
2578,LY515200,2020R00803-00,BRK,ACCBRK,3,2,2/24/2020,2/24/2020,GIC*L SKID PAD,C,Renault Traffic,Corentin,9.5,8.1,0.961,HI MU ASPH,,WET,Light rain,310.0,,D,VEHI,min: 11.4 max: 18.4,80,1,ABS,,27.79833333,,0.156002137,-0.905597567,0.005611924,11.4,18.4
2579,LY515200,2020R00803-00,BRK,ACCBRK,3,2,2/24/2020,2/24/2020,GIC*L SKID PAD,C,Renault Traffic,Corentin,9.5,8.1,0.961,HI MU ASPH,,WET,Light rain,340.0,,,VEHI,min: 11.4 max: 18.4,80,1,ABS,,27.79833333,,0.156002137,-0.905597567,0.005611924,11.4,18.4
2580,LY515200,2020R00803-00,BRK,ACCBRK,4,1,2/19/2020,2/19/2020,GIC*L SKID PAD,R,Renault Traffic,Corentin,6.3,11.2,0.6,LO MU ASPH,,WET,Cloudy,310.0,,D,VEHI,min: 5.7 max: 9.2,80,1,ABS,,43.026,0.021135271,0.138311243,-0.585090481,0.003214597,5.7,9.2
2581,LY515200,2020R00803-00,BRK,ACCBRK,4,1,2/19/2020,2/19/2020,GIC*L SKID PAD,R,Renault Traffic,Corentin,6.3,11.2,0.6,LO MU ASPH,,WET,Cloudy,340.0,,,VEHI,min: 5.7 max: 9.2,80,1,ABS,,43.026,0.021135271,0.138311243,-0.585090481,0.003214597,5.7,9.2
2582,LY515200,2020R00803-00,BRK,ACCBRK,4,2,2/24/2020,2/24/2020,GIC*L SKID PAD,R,Renault Traffic,Corentin,9.4,8.1,0.958,HI MU ASPH,,WET,Light rain,310.0,,D,VEHI,min: 11.4 max: 18.4,80,1,ABS,,27.41428571,0.006523101,0.178031565,-0.918284113,0.006494116,11.4,18.4
2583,LY515200,2020R00803-00,BRK,ACCBRK,4,2,2/24/2020,2/24/2020,GIC*L SKID PAD,R,Renault Traffic,Corentin,9.4,8.1,0.958,HI MU ASPH,,WET,Light rain,340.0,,,VEHI,min: 11.4 max: 18.4,80,1,ABS,,27.41428571,0.006523101,0.178031565,-0.918284113,0.006494116,11.4,18.4
2584,LY515200,2020R00803-00,BRK,ACCBRK,6,1,2/19/2020,2/19/2020,GIC*L SKID PAD,R,Renault Traffic,Corentin,7.0,11.2,0.578,LO MU ASPH,,WET,Cloudy,310.0,,D,VEHI,min: 5.7 max: 9.2,80,1,ABS,,43.176,-0.003486211,0.13885244,-0.583057787,0.003215963,5.7,9.2
2585,LY515200,2020R00803-00,BRK,ACCBRK,6,1,2/19/2020,2/19/2020,GIC*L SKID PAD,R,Renault Traffic,Corentin,7.0,11.2,0.578,LO MU ASPH,,WET,Cloudy,340.0,,,VEHI,min: 5.7 max: 9.2,80,1,ABS,,43.176,-0.003486211,0.13885244,-0.583057787,0.003215963,5.7,9.2
2586,LY515200,2020R00803-00,BRK,ACCBRK,6,2,2/24/2020,2/24/2020,GIC*L SKID PAD,R,Renault Traffic,Corentin,9.4,8.1,0.928,HI MU ASPH,,WET,Light rain,310.0,,D,VEHI,min: 11.4 max: 18.4,80,1,ABS,,27.496,-0.002980732,0.137586337,-0.9155551,0.005003867,11.4,18.4
2587,LY515200,2020R00803-00,BRK,ACCBRK,6,2,2/24/2020,2/24/2020,GIC*L SKID PAD,R,Renault Traffic,Corentin,9.4,8.1,0.928,HI MU ASPH,,WET,Light rain,340.0,,,VEHI,min: 11.4 max: 18.4,80,1,ABS,,27.496,-0.002980732,0.137586337,-0.9155551,0.005003867,11.4,18.4
2588,LY515300,2020R00803-00,BRK,ACCBRK,2,1,2/19/2020,2/19/2020,GIC*L SKID PAD,,Renault Traffic,Corentin,7.1,12.1,0.61,LO MU ASPH,,WET,Cloudy,340.0,,,VEHI,min: 5.7 max: 9.2,80,1,ABS,,39.622,,0.100598211,-0.635356697,0.002538948,5.7,9.2
2589,LY515300,2020R00803-00,BRK,ACCBRK,2,1,2/19/2020,2/19/2020,GIC*L SKID PAD,,Renault Traffic,Corentin,7.1,12.1,0.61,LO MU ASPH,,WET,Cloudy,310.0,,D,VEHI,min: 5.7 max: 9.2,80,1,ABS,,39.622,,0.100598211,-0.635356697,0.002538948,5.7,9.2
2590,LY515300,2020R00803-00,BRK,ACCBRK,2,2,2/24/2020,2/24/2020,GIC*L SKID PAD,,Renault Traffic,Corentin,9.5,8.1,0.966,HI MU ASPH,,WET,Light rain,340.0,,,VEHI,min: 11.4 max: 18.4,80,1,ABS,,26.266,,0.207677635,-0.958429263,0.00790671,11.4,18.4
2591,LY515300,2020R00803-00,BRK,ACCBRK,2,2,2/24/2020,2/24/2020,GIC*L SKID PAD,,Renault Traffic,Corentin,9.5,8.1,0.966,HI MU ASPH,,WET,Light rain,310.0,,D,VEHI,min: 11.4 max: 18.4,80,1,ABS,,26.266,,0.207677635,-0.958429263,0.00790671,11.4,18.4
2592,LY515400,2020R00803-00,BRK,ACCBRK,5,1,2/19/2020,2/19/2020,GIC*L SKID PAD,,Renault Traffic,Corentin,7.3,11.8,0.575,LO MU ASPH,,WET,Cloudy,310.0,,D,VEHI,min: 5.7 max: 9.2,80,1,ABS,,41.40666667,,0.192942133,-0.607972219,0.004659688,5.7,9.2
2593,LY515400,2020R00803-00,BRK,ACCBRK,5,1,2/19/2020,2/19/2020,GIC*L SKID PAD,,Renault Traffic,Corentin,7.3,11.8,0.575,LO MU ASPH,,WET,Cloudy,340.0,,,VEHI,min: 5.7 max: 9.2,80,1,ABS,,41.40666667,,0.192942133,-0.607972219,0.004659688,5.7,9.2
2594,LY515400,2020R00803-00,BRK,ACCBRK,5,2,2/24/2020,2/24/2020,GIC*L SKID PAD,,Renault Traffic,Corentin,9.5,8.1,0.947,HI MU ASPH,,WET,Light rain,310.0,,D,VEHI,min: 11.4 max: 18.4,80,1,ABS,,28.85285714,,0.204753045,-0.872499486,0.007096456,11.4,18.4
2595,LY515400,2020R00803-00,BRK,ACCBRK,5,2,2/24/2020,2/24/2020,GIC*L SKID PAD,,Renault Traffic,Corentin,9.5,8.1,0.947,HI MU ASPH,,WET,Light rain,340.0,,,VEHI,min: 11.4 max: 18.4,80,1,ABS,,28.85285714,,0.204753045,-0.872499486,0.007096456,11.4,18.4
2596,LY517100,2020R03662-01,BRK,ACCBRK,3,1,10/21/2020,10/21/2020,GPG*M SKID PAD,,Renault Master FWD,Segues R,16.4,24.6,0.994,HI MU ASPH,,WET,CLOUDY,360.0,,1185,VEHI,min: 19.7 max: 31.3,80,1,ABS,,38.332,,0.335886886,-1.026211753,0.008762571,19.7,31.3
2597,LY517100,2020R03662-01,BRK,ACCBRK,3,1,10/21/2020,10/21/2020,GPG*M SKID PAD,,Renault Master FWD,Segues R,16.4,24.6,0.994,HI MU ASPH,,WET,CLOUDY,430.0,,1185,VEHI,min: 19.7 max: 31.3,80,1,ABS,,38.332,,0.335886886,-1.026211753,0.008762571,19.7,31.3
2598,LY517200,2020R03662-01,BRK,ACCBRK,5,1,10/21/2020,10/21/2020,GPG*M SKID PAD,,Renault Master FWD,Segues R,16.6,24.8,0.994,HI MU ASPH,,WET,CLOUDY,360.0,,1185,VEHI,min: 19.7 max: 31.3,80,1,ABS,,41.714,,0.242342733,-0.943010713,0.005809626,19.7,31.3
2599,LY517200,2020R03662-01,BRK,ACCBRK,5,1,10/21/2020,10/21/2020,GPG*M SKID PAD,,Renault Master FWD,Segues R,16.6,24.8,0.994,HI MU ASPH,,WET,CLOUDY,430.0,,1185,VEHI,min: 19.7 max: 31.3,80,1,ABS,,41.714,,0.242342733,-0.943010713,0.005809626,19.7,31.3
2600,LY517300,2020R03662-01,BRK,ACCBRK,6,1,10/21/2020,10/21/2020,GPG*M SKID PAD,,Renault Master FWD,Segues R,16.6,24.6,0.994,HI MU ASPH,,WET,CLOUDY,360.0,,1185,VEHI,min: 19.7 max: 31.3,80,1,ABS,,27.404,,0.203543607,-0.918628778,0.007427514,19.7,31.3
2601,LY517300,2020R03662-01,BRK,ACCBRK,6,1,10/21/2020,10/21/2020,GPG*M SKID PAD,,Renault Master FWD,Segues R,16.6,24.6,0.994,HI MU ASPH,,WET,CLOUDY,430.0,,1185,VEHI,min: 19.7 max: 31.3,80,1,ABS,,27.404,,0.203543607,-0.918628778,0.007427514,19.7,31.3
2602,LY520500,2020R01648-00,BRK,ACCBRK,3,1,5/13/2020,5/13/2020,GPG*M SKID PAD,,Renault Master FWD,Segues R,17.0,17.0,0.994,HI MU ASPH,,WET,Cloudy,360.0,,1185,6.5 J 16 ET 66,min: 5.8 max: 13.1,80,1,ABS,,26.08,,0.222148599,-0.965264687,0.008517968,5.8,13.1
2603,LY520500,2020R01648-00,BRK,ACCBRK,3,2,5/13/2020,5/13/2020,GPG*M SKID PAD,,Renault Master FWD,Segues R,17.2,17.0,0.994,LO MU ASPH,,WET,Cloudy,360.0,,1185,6.5 J 16 ET 66,min: 5.6 max: 13.6,80,1,ABS,,37.69428571,,0.377485414,-0.667849319,0.010014394,5.6,13.6
2604,LY520600,2020R01760-01,BRK,ACCBRK,2,1,5/18/2020,5/18/2020,GPG*M SKID PAD,,Renault Master 4T,B. Selles,27.4,21.4,0.395,LO MU ASPH,,WET,Sunny,360.0,,1999,7J16ET66,min: 15.6 max: 18.7,80,1,ABS,,37.69,,0.239687296,-0.66792526,0.00635944,15.6,18.7
2605,LY520600,2020R01760-01,BRK,ACCBRK,2,2,5/18/2020,5/18/2020,GPG*M SKID PAD,,Renault Master 4T,B. Selles,25.4,21.0,0.413,HI MU ASPH,,WET,Sun set,360.0,,1990,7J16ET66,min: 8.7 max: 20.4,80,1,ABS,,26.79285714,,0.365500309,-0.939582625,0.013641707,8.7,20.4
2606,LY525800,2020R04741-00,BRK,ACCBRK,1,1,10/15/2020,10/15/2020,GPG*M SKID PAD,C,RENAULT Trafic 1.6 dCi,PERRAULT,11.9,13.0,0.596,LO MU ASPH,,WET,Sunny,380.0,,empty,6J16ET50,min: 10.3 max: 18.2,80,1,ABS,,40.848,,0.495651087,-0.963003058,0.012134036,10.3,18.2
2607,LY525800,2020R04741-00,BRK,ACCBRK,4,1,10/15/2020,10/15/2020,GPG*M SKID PAD,C,RENAULT Trafic 1.6 dCi,PERRAULT,14.9,14.0,0.437,LO MU ASPH,,WET,Sunny,380.0,,empty,6J16ET50,min: 10.3 max: 18.2,80,1,ABS,,45.84571429,-0.023616067,0.51603802,-0.549104827,0.011255971,10.3,18.2
2608,LY525900,2020R04741-00,BRK,ACCBRK,2,1,10/15/2020,10/15/2020,GPG*M SKID PAD,,RENAULT Trafic 1.6 dCi,PERRAULT,12.6,13.0,0.545,LO MU ASPH,,WET,Sunny,380.0,,empty,6J16ET50,min: 10.3 max: 18.2,80,1,ABS,,40.354,,0.458399389,-0.974791815,0.011359454,10.3,18.2
2609,MG041900,2019R07148-00,BRK,ACCBRK,5,1,1/23/2020,1/23/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Courdier fabrice,10.6,9.9,0.831,LO MU ASPH,WET,WET,cloudy,230.0,,empty,6.5jx16 et 46,min: 12.7 max: 23.7,80,1,ABS,,39.32,,0.507707265,-0.640236598,0.012912189,12.7,23.7
2610,MG041900,2019R07148-00,BRK,ACCBRK,5,1,1/23/2020,1/23/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Courdier fabrice,10.6,9.9,0.831,LO MU ASPH,WET,WET,cloudy,230.0,,driver,6.5jx16 et 46,min: 12.7 max: 23.7,80,1,ABS,,39.32,,0.507707265,-0.640236598,0.012912189,12.7,23.7
2611,MG041900,2019R07148-00,BRK,ACCBRK,5,2,1/24/2020,1/24/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Courdier fabrice,10.0,9.9,0.994,HI MU ASPH,WET,WET,cloudy / rainy,230.0,,empty,6.5jx16 et 46,min: 10.7 max: 15.2,80,1,ABS,,23.60857143,,0.147244533,-1.066312001,0.00623691,10.7,15.2
2612,MG041900,2019R07148-00,BRK,ACCBRK,5,2,1/24/2020,1/24/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Courdier fabrice,10.0,9.9,0.994,HI MU ASPH,WET,WET,cloudy / rainy,230.0,,driver,6.5jx16 et 46,min: 10.7 max: 15.2,80,1,ABS,,23.60857143,,0.147244533,-1.066312001,0.00623691,10.7,15.2
2613,MG041900,2019R07148-01,BRK,ACCBRK,6,1,2/12/2020,2/12/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Macchieraldo S,13.7,16.3,0.381,LO MU ASPH,WET,WET,Sunny,230.0,252.0,Driver,6.5J16ET46,min: 5.3 max: 17.4,80,1,ABS,,37.97571429,,0.468218508,-0.662900054,0.012329419,5.3,17.4
2614,MG041900,2019R07148-01,BRK,ACCBRK,6,1,2/12/2020,2/12/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Macchieraldo S,13.7,16.3,0.381,LO MU ASPH,WET,WET,Sunny,230.0,,Driver,6.5J16ET46,min: 5.3 max: 17.4,80,1,ABS,,37.97571429,,0.468218508,-0.662900054,0.012329419,5.3,17.4
2615,MG041900,2019R07148-01,BRK,ACCBRK,6,1,2/12/2020,2/12/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Macchieraldo S,13.7,16.3,0.381,LO MU ASPH,WET,WET,Sunny,230.0,,PBAS,6.5J16ET46,min: 5.3 max: 17.4,80,1,ABS,,37.97571429,,0.468218508,-0.662900054,0.012329419,5.3,17.4
2616,MG042900,2020R03661-00,BRK,ACCBRK,1,1,10/12/2020,10/12/2020,GPG*M SKID PAD,C,VW GOLF 8 1.5 TSI,PERRAULT,18.5,18.0,0.354,LO MU ASPH,,WET,sunny,230.0,,empty,7.5J18ET51,min: 17.7 max: 23.7,80,1,ABS,,33.13,,0.320390387,-1.187345273,0.009670703,17.7,23.7
2617,MG042900,2020R03661-00,BRK,ACCBRK,3,1,10/12/2020,10/12/2020,GPG*M SKID PAD,C,VW GOLF 8 1.5 TSI,PERRAULT,18.5,18.0,0.345,LO MU ASPH,,WET,sunny,230.0,,empty,7.5J18ET51,min: 17.7 max: 23.7,80,1,ABS,,30.07714286,0.013263336,0.314521557,-0.836984522,0.010457162,17.7,23.7
2618,MG042901,2020R03661-00,BRK,ACCBRK,2,1,10/12/2020,10/12/2020,GPG*M SKID PAD,,VW GOLF 8 1.5 TSI,PERRAULT,18.1,18.0,0.347,LO MU ASPH,,WET,sunny,230.0,,empty,7.5J18ET51,min: 17.7 max: 23.7,80,1,ABS,,33.848,,0.232851884,-1.162158736,0.00687934,17.7,23.7
2619,MG043400,2019R07351-02,BRK,ACCBRK,1,1,7/1/2020,7/1/2020,GPG*M SKID PAD,R,VW GOLF VII 1.4 TSI,Macchieraldo S,21.3,24.3,0.999,HI MU ASPH,,WET,Cloudy,230.0,,PBAS,6.5J16ET46,min: 6.0 max: 16.1,80,1,ABS,,34.55,,0.299416098,-1.138545554,0.008666168,6.0,16.1
2620,MG043400,2019R07351-02,BRK,ACCBRK,10,1,7/1/2020,7/1/2020,GPG*M SKID PAD,R,VW GOLF VII 1.4 TSI,Macchieraldo S,25.0,34.2,0.905,HI MU ASPH,,WET,Cloudy,230.0,,PBAS,6.5J16ET46,min: 6.0 max: 16.1,80,1,ABS,,21.67428571,0.006222539,0.271530056,-1.161473248,0.012527751,6.0,16.1
2621,MG043400,2019R07351-02,BRK,ACCBRK,4,1,7/1/2020,7/1/2020,GPG*M SKID PAD,R,VW GOLF VII 1.4 TSI,Macchieraldo S,22.6,28.3,0.994,HI MU ASPH,,WET,Cloudy,230.0,,PBAS,6.5J16ET46,min: 6.0 max: 16.1,80,1,ABS,,34.29,,0.396925686,-1.147178446,0.011575552,6.0,16.1
2622,MG043400,2019R07351-02,BRK,ACCBRK,7,1,7/1/2020,7/1/2020,GPG*M SKID PAD,R,VW GOLF VII 1.4 TSI,Macchieraldo S,25.0,31.9,0.92,HI MU ASPH,,WET,Cloudy,230.0,,PBAS,6.5J16ET46,min: 6.0 max: 16.1,80,1,ABS,,21.81,0.0,0.19583156,-1.154245898,0.00897898,6.0,16.1
2623,MG043400,2020R01195-00,BRK,ACCBRK,1,1,3/12/2020,3/12/2020,WITTLICH SKID PAD,R,Golf VII 2.0 TDI,Koster A,9.8,10.1,0.858,LO MU ASPH,,WET,cloudy/ rain,250.0,,Empty,6.5x16 ET46,9 to 15 km/h,80,1,ABS,,37.31375,,0.326362528,-0.674660227,0.008746441,9,15
2624,MG043400,2020R01195-00,BRK,ACCBRK,10,1,3/12/2020,3/12/2020,WITTLICH SKID PAD,R,Golf VII 2.0 TDI,Koster A,10.6,12.5,0.631,LO MU ASPH,,WET,cloudy/ rain,250.0,,Empty,6.5x16 ET46,9 to 15 km/h,80,1,ABS,,36.02888889,-0.001389683,0.467291249,-0.698719939,0.012969905,9,15
